image,orig_height,orig_width,eval_height,eval_width,orig_megapixels,eval_megapixels,downscale_factor,gt_count,pred_count,signed_error,abs_error,orig_pixels_per_person,eval_pixels_per_person
010.jpg,2432,3040,1216,1520,7.39328,1.84832,2.0,545,432.1552734375,-112.8447265625,112.8447265625,13565.651376146789,3391.412844036697
494.jpg,1120,2080,560,1040,2.3296,0.5824,2.0,514,624.873046875,110.873046875,110.873046875,4532.295719844358,1133.0739299610896
335.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,438,328.97027587890625,-109.02972412109375,109.02972412109375,14364.054794520547,3591.013698630137
124.jpg,1088,1920,544,960,2.08896,0.52224,2.0,1449,1557.7762451171875,108.7762451171875,108.7762451171875,1441.656314699793,360.41407867494826
485.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,990,885.745849609375,-104.254150390625,104.254150390625,6355.006060606061,1588.7515151515152
207.jpg,2304,3072,1152,1536,7.077888,1.769472,2.0,405,302.96710205078125,-102.03289794921875,102.03289794921875,17476.266666666666,4369.066666666667
372.jpg,1312,1920,656,960,2.51904,0.62976,2.0,358,256.3526306152344,-101.64736938476562,101.64736938476562,7036.424581005586,1759.1061452513966
181.jpg,1152,1856,576,928,2.138112,0.534528,2.0,580,678.940673828125,98.940673828125,98.940673828125,3686.4,921.6
096.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,3470,3568.69921875,98.69921875,98.69921875,1813.099711815562,453.2749279538905
264.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,186,284.67193603515625,98.67193603515625,98.67193603515625,33825.032258064515,8456.258064516129
491.jpg,1088,1920,544,960,2.08896,0.52224,2.0,371,272.592041015625,-98.407958984375,98.407958984375,5630.619946091644,1407.654986522911
463.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,759,854.1605834960938,95.16058349609375,95.16058349609375,8289.138339920948,2072.284584980237
229.jpg,1728,2592,864,1296,4.478976,1.119744,2.0,555,463.94720458984375,-91.05279541015625,91.05279541015625,8070.227027027027,2017.5567567567568
161.jpg,2080,3072,1040,1536,6.38976,1.59744,2.0,566,655.0309448242188,89.03094482421875,89.03094482421875,11289.328621908127,2822.332155477032
149.jpg,928,2432,464,1216,2.256896,0.564224,2.0,381,292.56439208984375,-88.43560791015625,88.43560791015625,5923.6115485564305,1480.9028871391076
122.jpg,768,1920,384,960,1.47456,0.36864,2.0,309,396.2887268066406,87.28872680664062,87.28872680664062,4772.038834951456,1193.009708737864
157.jpg,1728,3072,864,1536,5.308416,1.327104,2.0,493,405.7961730957031,-87.20382690429688,87.20382690429688,10767.578093306289,2691.894523326572
412.jpg,1728,3072,864,1536,5.308416,1.327104,2.0,619,534.4422607421875,-84.5577392578125,84.5577392578125,8575.793214862682,2143.9483037156706
331.jpg,1056,1600,528,800,1.6896,0.4224,2.0,311,229.36338806152344,-81.63661193847656,81.63661193847656,5432.797427652733,1358.1993569131832
428.jpg,2304,3072,1152,1536,7.077888,1.769472,2.0,456,374.74676513671875,-81.25323486328125,81.25323486328125,15521.684210526315,3880.4210526315787
051.jpg,1920,2592,960,1296,4.97664,1.24416,2.0,214,294.591552734375,80.591552734375,80.591552734375,23255.327102803738,5813.8317757009345
407.jpg,1728,3072,864,1536,5.308416,1.327104,2.0,126,45.95517349243164,-80.04482650756836,80.04482650756836,42130.28571428572,10532.57142857143
142.jpg,1376,2592,688,1296,3.566592,0.891648,2.0,280,356.22113037109375,76.22113037109375,76.22113037109375,12737.828571428572,3184.457142857143
129.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,1081,1155.4453125,74.4453125,74.4453125,5820.033302497687,1455.0083256244218
023.jpg,1280,1920,640,960,2.4576,0.6144,2.0,1456,1381.583740234375,-74.416259765625,74.416259765625,1687.9120879120878,421.97802197802196
102.jpg,2304,3072,1152,1536,7.077888,1.769472,2.0,1101,1027.0728759765625,-73.9271240234375,73.9271240234375,6428.599455040872,1607.149863760218
206.jpg,1728,3072,864,1536,5.308416,1.327104,2.0,832,760.73388671875,-71.26611328125,71.26611328125,6380.307692307692,1595.076923076923
135.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,524,455.2412109375,-68.7587890625,68.7587890625,12006.595419847328,3001.648854961832
013.jpg,2304,3072,1152,1536,7.077888,1.769472,2.0,278,209.6781768798828,-68.32182312011719,68.32182312011719,25460.02877697842,6365.007194244605
118.jpg,1952,3072,976,1536,5.996544,1.499136,2.0,359,292.498046875,-66.501953125,66.501953125,16703.465181058495,4175.866295264624
252.jpg,1536,2048,768,1024,3.145728,0.786432,2.0,702,768.1068115234375,66.1068115234375,66.1068115234375,4481.0940170940175,1120.2735042735044
238.jpg,3072,2304,1536,1152,7.077888,1.769472,2.0,573,507.5613708496094,-65.43862915039062,65.43862915039062,12352.335078534032,3088.083769633508
070.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,292,226.7561798095703,-65.24382019042969,65.24382019042969,21546.08219178082,5386.520547945205
479.jpg,3072,2048,1536,1024,6.291456,1.572864,2.0,578,513.0028076171875,-64.9971923828125,64.9971923828125,10884.871972318339,2721.2179930795846
248.jpg,1280,1952,640,976,2.49856,0.62464,2.0,192,128.88330078125,-63.11669921875,63.11669921875,13013.333333333334,3253.3333333333335
440.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,802,863.3930053710938,61.39300537109375,61.39300537109375,7844.708229426434,1961.1770573566084
349.jpg,1984,3072,992,1536,6.094848,1.523712,2.0,576,635.3334350585938,59.33343505859375,59.33343505859375,10581.333333333334,2645.3333333333335
277.jpg,1632,2496,816,1248,4.073472,1.018368,2.0,337,278.03668212890625,-58.96331787109375,58.96331787109375,12087.454005934718,3021.8635014836796
293.jpg,3072,2048,1536,1024,6.291456,1.572864,2.0,1448,1506.4442138671875,58.4442138671875,58.4442138671875,4344.92817679558,1086.232044198895
047.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,2407,2465.328857421875,58.328857421875,58.328857421875,2613.816368923972,653.454092230993
471.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,340,282.700927734375,-57.299072265625,57.299072265625,18504.282352941176,4626.070588235294
408.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,115,171.3458251953125,56.3458251953125,56.3458251953125,54708.31304347826,13677.078260869564
426.jpg,1600,2496,800,1248,3.9936,0.9984,2.0,436,382.2676086425781,-53.732391357421875,53.732391357421875,9159.633027522936,2289.908256880734
190.jpg,2016,3072,1008,1536,6.193152,1.548288,2.0,439,492.4788513183594,53.478851318359375,53.478851318359375,14107.407744874716,3526.851936218679
489.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,390,443.40228271484375,53.40228271484375,53.40228271484375,16131.938461538462,4032.9846153846156
334.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,556,607.6597290039062,51.65972900390625,51.65972900390625,11315.568345323742,2828.8920863309354
015.jpg,1088,1920,544,960,2.08896,0.52224,2.0,140,89.98603820800781,-50.01396179199219,50.01396179199219,14921.142857142857,3730.285714285714
427.jpg,1472,2368,736,1184,3.485696,0.871424,2.0,1395,1345.16357421875,-49.83642578125,49.83642578125,2498.7068100358424,624.6767025089606
055.jpg,2304,3072,1152,1536,7.077888,1.769472,2.0,602,651.7613525390625,49.7613525390625,49.7613525390625,11757.289036544851,2939.322259136213
375.jpg,1952,3072,976,1536,5.996544,1.499136,2.0,126,175.65269470214844,49.65269470214844,49.65269470214844,47591.619047619046,11897.904761904761
423.jpg,1728,3072,864,1536,5.308416,1.327104,2.0,252,301.2474670410156,49.247467041015625,49.247467041015625,21065.14285714286,5266.285714285715
075.jpg,1088,1920,544,960,2.08896,0.52224,2.0,490,440.9383544921875,-49.0616455078125,49.0616455078125,4263.183673469388,1065.795918367347
473.jpg,1920,2560,960,1280,4.9152,1.2288,2.0,1299,1346.8070068359375,47.8070068359375,47.8070068359375,3783.8337182448035,945.9584295612009
251.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,639,686.4818725585938,47.48187255859375,47.48187255859375,9845.784037558686,2461.4460093896714
261.jpg,2016,3008,1008,1504,6.064128,1.516032,2.0,372,324.6207580566406,-47.379241943359375,47.379241943359375,16301.41935483871,4075.3548387096776
178.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,261,214.45083618164062,-46.549163818359375,46.549163818359375,24105.19540229885,6026.298850574713
325.jpg,2304,3072,1152,1536,7.077888,1.769472,2.0,1619,1664.9951171875,45.9951171875,45.9951171875,4371.76528721433,1092.9413218035825
466.jpg,1536,2272,768,1136,3.489792,0.872448,2.0,256,210.67575073242188,-45.324249267578125,45.324249267578125,13632.0,3408.0
162.jpg,1088,1920,544,960,2.08896,0.52224,2.0,424,468.5963134765625,44.5963134765625,44.5963134765625,4926.792452830188,1231.698113207547
014.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,750,794.46435546875,44.46435546875,44.46435546875,8388.608,2097.152
040.jpg,3072,2048,1536,1024,6.291456,1.572864,2.0,118,73.59883880615234,-44.401161193847656,44.401161193847656,53317.42372881356,13329.35593220339
270.jpg,1536,3072,768,1536,4.718592,1.179648,2.0,146,190.04769897460938,44.047698974609375,44.047698974609375,32319.12328767123,8079.780821917808
211.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,491,447.2631530761719,-43.736846923828125,43.736846923828125,12813.55600814664,3203.38900203666
379.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,179,222.1407928466797,43.14079284667969,43.14079284667969,35147.79888268156,8786.94972067039
352.jpg,2304,3072,1152,1536,7.077888,1.769472,2.0,527,570.016845703125,43.016845703125,43.016845703125,13430.527514231499,3357.6318785578746
450.jpg,1088,1600,544,800,1.7408,0.4352,2.0,327,284.333740234375,-42.666259765625,42.666259765625,5323.547400611621,1330.8868501529053
406.jpg,832,3072,416,1536,2.555904,0.638976,2.0,537,495.1739807128906,-41.826019287109375,41.826019287109375,4759.597765363129,1189.8994413407822
101.jpg,1632,2432,816,1216,3.969024,0.992256,2.0,258,298.3594970703125,40.3594970703125,40.3594970703125,15383.813953488372,3845.953488372093
492.jpg,1440,2176,720,1088,3.13344,0.78336,2.0,334,293.7230529785156,-40.276947021484375,40.276947021484375,9381.556886227545,2345.3892215568862
353.jpg,992,1856,496,928,1.841152,0.460288,2.0,241,201.81544494628906,-39.18455505371094,39.18455505371094,7639.634854771784,1909.908713692946
134.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,398,436.9585876464844,38.958587646484375,38.958587646484375,15807.678391959798,3951.9195979899496
186.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,208,246.26622009277344,38.26622009277344,38.26622009277344,30247.384615384617,7561.846153846154
347.jpg,1088,1920,544,960,2.08896,0.52224,2.0,160,121.91627502441406,-38.08372497558594,38.08372497558594,13056.0,3264.0
366.jpg,1088,1920,544,960,2.08896,0.52224,2.0,175,138.07945251464844,-36.92054748535156,36.92054748535156,11936.914285714285,2984.2285714285713
260.jpg,1120,1696,560,848,1.89952,0.47488,2.0,105,140.82101440429688,35.821014404296875,35.821014404296875,18090.666666666668,4522.666666666667
111.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,956,920.6995239257812,-35.30047607421875,35.30047607421875,6581.020920502092,1645.255230125523
105.jpg,1664,2400,832,1200,3.9936,0.9984,2.0,1202,1236.7667236328125,34.7667236328125,34.7667236328125,3322.4625623960064,830.6156405990016
358.jpg,2304,3072,1152,1536,7.077888,1.769472,2.0,224,189.2893524169922,-34.71064758300781,34.71064758300781,31597.714285714286,7899.428571428572
011.jpg,2304,3072,1152,1536,7.077888,1.769472,2.0,183,149.9931640625,-33.0068359375,33.0068359375,38676.983606557376,9669.245901639344
330.jpg,1088,1920,544,960,2.08896,0.52224,2.0,272,239.6439666748047,-32.35603332519531,32.35603332519531,7680.0,1920.0
227.jpg,1536,3072,768,1536,4.718592,1.179648,2.0,125,156.99440002441406,31.994400024414062,31.994400024414062,37748.736,9437.184
451.jpg,1280,2304,640,1152,2.94912,0.73728,2.0,181,149.17526245117188,-31.824737548828125,31.824737548828125,16293.480662983426,4073.3701657458564
321.jpg,1760,3072,880,1536,5.40672,1.35168,2.0,180,148.4900665283203,-31.509933471679688,31.509933471679688,30037.333333333332,7509.333333333333
076.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,1003,971.71044921875,-31.28955078125,31.28955078125,6272.638085742772,1568.159521435693
311.jpg,2304,3072,1152,1536,7.077888,1.769472,2.0,83,114.1908950805664,31.190895080566406,31.190895080566406,85275.75903614458,21318.939759036144
199.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,904,873.3394165039062,-30.66058349609375,30.66058349609375,6959.575221238938,1739.8938053097345
401.jpg,928,1248,464,624,1.158144,0.289536,2.0,131,100.46578979492188,-30.534210205078125,30.534210205078125,8840.79389312977,2210.1984732824426
213.jpg,1728,3072,864,1536,5.308416,1.327104,2.0,331,300.5118103027344,-30.488189697265625,30.488189697265625,16037.510574018126,4009.3776435045315
081.jpg,1216,1600,608,800,1.9456,0.4864,2.0,224,254.3875732421875,30.3875732421875,30.3875732421875,8685.714285714286,2171.4285714285716
088.jpg,1984,3008,992,1504,5.967872,1.491968,2.0,349,379.0929260253906,30.092926025390625,30.092926025390625,17099.91977077364,4274.97994269341
275.jpg,1888,3072,944,1536,5.799936,1.449984,2.0,216,185.95208740234375,-30.04791259765625,30.04791259765625,26851.555555555555,6712.888888888889
219.jpg,3072,2080,1536,1040,6.38976,1.59744,2.0,451,420.986083984375,-30.013916015625,30.013916015625,14167.982261640798,3541.9955654101996
371.jpg,1600,2592,800,1296,4.1472,1.0368,2.0,182,211.2232666015625,29.2232666015625,29.2232666015625,22786.813186813186,5696.7032967032965
209.jpg,1952,3072,976,1536,5.996544,1.499136,2.0,504,533.169921875,29.169921875,29.169921875,11897.904761904761,2974.4761904761904
218.jpg,3072,2272,1536,1136,6.979584,1.744896,2.0,296,266.8839416503906,-29.116058349609375,29.116058349609375,23579.675675675677,5894.918918918919
012.jpg,1088,1920,544,960,2.08896,0.52224,2.0,130,159.03111267089844,29.031112670898438,29.031112670898438,16068.923076923076,4017.230769230769
005.jpg,1728,2592,864,1296,4.478976,1.119744,2.0,1307,1278.1004638671875,-28.8995361328125,28.8995361328125,3426.9135424636574,856.7283856159144
453.jpg,960,1440,480,720,1.3824,0.3456,2.0,185,213.8633270263672,28.863327026367188,28.863327026367188,7472.4324324324325,1868.1081081081081
346.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,377,349.1772155761719,-27.822784423828125,27.822784423828125,16688.212201591512,4172.053050397878
454.jpg,1184,3072,592,1536,3.637248,0.909312,2.0,857,884.77099609375,27.77099609375,27.77099609375,4244.163360560094,1061.0408401400234
469.jpg,1504,2176,752,1088,3.272704,0.818176,2.0,65,38.11592102050781,-26.884078979492188,26.884078979492188,50349.29230769231,12587.323076923078
139.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,1531,1504.2568359375,-26.7431640625,26.7431640625,4109.3768778576095,1027.3442194644024
309.jpg,1920,2592,960,1296,4.97664,1.24416,2.0,351,377.5710144042969,26.571014404296875,26.571014404296875,14178.461538461539,3544.6153846153848
374.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,578,551.7941284179688,-26.20587158203125,26.20587158203125,10884.871972318339,2721.2179930795846
032.jpg,1344,1984,672,992,2.666496,0.666624,2.0,867,840.9869384765625,-26.0130615234375,26.0130615234375,3075.5432525951555,768.8858131487889
410.jpg,1088,1920,544,960,2.08896,0.52224,2.0,195,220.51133728027344,25.511337280273438,25.511337280273438,10712.615384615385,2678.153846153846
438.jpg,1088,1920,544,960,2.08896,0.52224,2.0,113,87.59764099121094,-25.402359008789062,25.402359008789062,18486.37168141593,4621.592920353983
002.jpg,1088,1920,544,960,2.08896,0.52224,2.0,486,461.05389404296875,-24.94610595703125,24.94610595703125,4298.271604938272,1074.567901234568
294.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,300,324.85491943359375,24.85491943359375,24.85491943359375,20971.52,5242.88
147.jpg,1376,1856,688,928,2.553856,0.638464,2.0,233,257.6342468261719,24.634246826171875,24.634246826171875,10960.755364806866,2740.1888412017165
043.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,1023,1047.581298828125,24.581298828125,24.581298828125,6150.005865102639,1537.5014662756598
429.jpg,1280,1920,640,960,2.4576,0.6144,2.0,275,251.00405883789062,-23.995941162109375,23.995941162109375,8936.727272727272,2234.181818181818
285.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,417,440.9381103515625,23.9381103515625,23.9381103515625,15087.424460431655,3771.856115107914
467.jpg,1056,1856,528,928,1.959936,0.489984,2.0,263,286.38623046875,23.38623046875,23.38623046875,7452.22813688213,1863.0570342205324
364.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,127,103.68265533447266,-23.317344665527344,23.317344665527344,49539.02362204724,12384.75590551181
009.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,188,165.2470703125,-22.7529296875,22.7529296875,33465.1914893617,8366.297872340425
267.jpg,1088,1920,544,960,2.08896,0.52224,2.0,107,84.48872375488281,-22.511276245117188,22.511276245117188,19522.99065420561,4880.747663551402
138.jpg,2208,2976,1104,1488,6.571008,1.642752,2.0,255,277.4612121582031,22.461212158203125,22.461212158203125,25768.65882352941,6442.164705882353
500.jpg,1664,2496,832,1248,4.153344,1.038336,2.0,180,157.68106079101562,-22.318939208984375,22.318939208984375,23074.133333333335,5768.533333333334
187.jpg,1024,1568,512,784,1.605632,0.401408,2.0,195,172.6902618408203,-22.309738159179688,22.309738159179688,8234.010256410256,2058.502564102564
156.jpg,1184,2080,592,1040,2.46272,0.61568,2.0,269,246.78768920898438,-22.212310791015625,22.212310791015625,9155.092936802974,2288.7732342007434
462.jpg,1888,3072,944,1536,5.799936,1.449984,2.0,222,244.20663452148438,22.206634521484375,22.206634521484375,26125.837837837837,6531.459459459459
170.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,118,139.3585968017578,21.358596801757812,21.358596801757812,53317.42372881356,13329.35593220339
159.jpg,992,1760,496,880,1.74592,0.43648,2.0,873,851.744140625,-21.255859375,21.255859375,1999.9083619702176,499.9770904925544
094.jpg,1920,2880,960,1440,5.5296,1.3824,2.0,243,263.8694152832031,20.869415283203125,20.869415283203125,22755.555555555555,5688.888888888889
060.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,385,364.2919006347656,-20.708099365234375,20.708099365234375,16341.444155844156,4085.361038961039
290.jpg,2304,3072,1152,1536,7.077888,1.769472,2.0,108,128.6400146484375,20.6400146484375,20.6400146484375,65536.0,16384.0
133.jpg,3072,2304,1536,1152,7.077888,1.769472,2.0,275,295.51104736328125,20.51104736328125,20.51104736328125,25737.774545454544,6434.443636363636
021.jpg,1088,2176,544,1088,2.367488,0.591872,2.0,161,140.6617889404297,-20.338211059570312,20.338211059570312,14704.894409937888,3676.223602484472
136.jpg,1088,1920,544,960,2.08896,0.52224,2.0,1748,1768.2099609375,20.2099609375,20.2099609375,1195.0572082379863,298.7643020594966
117.jpg,1536,2048,768,1024,3.145728,0.786432,2.0,423,402.9616394042969,-20.038360595703125,20.038360595703125,7436.709219858156,1859.177304964539
344.jpg,1792,3072,896,1536,5.505024,1.376256,2.0,250,230.07786560058594,-19.922134399414062,19.922134399414062,22020.096,5505.024
176.jpg,1856,2784,928,1392,5.167104,1.291776,2.0,254,273.7235107421875,19.7235107421875,19.7235107421875,20342.929133858266,5085.7322834645665
121.jpg,2304,3072,1152,1536,7.077888,1.769472,2.0,232,251.57229614257812,19.572296142578125,19.572296142578125,30508.137931034482,7627.0344827586205
175.jpg,1088,1920,544,960,2.08896,0.52224,2.0,89,69.53987121582031,-19.460128784179688,19.460128784179688,23471.460674157304,5867.865168539326
404.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,142,122.64883422851562,-19.351165771484375,19.351165771484375,44306.028169014084,11076.507042253521
007.jpg,1536,2048,768,1024,3.145728,0.786432,2.0,169,149.70274353027344,-19.297256469726562,19.297256469726562,18613.775147928995,4653.443786982249
363.jpg,1472,2176,736,1088,3.203072,0.800768,2.0,195,176.2081756591797,-18.791824340820312,18.791824340820312,16426.010256410256,4106.502564102564
215.jpg,2304,3072,1152,1536,7.077888,1.769472,2.0,111,92.39627075195312,-18.603729248046875,18.603729248046875,63764.75675675676,15941.18918918919
166.jpg,1088,1920,544,960,2.08896,0.52224,2.0,105,86.46122741699219,-18.538772583007812,18.538772583007812,19894.85714285714,4973.714285714285
127.jpg,1920,2560,960,1280,4.9152,1.2288,2.0,172,153.97142028808594,-18.028579711914062,18.028579711914062,28576.74418604651,7144.186046511628
399.jpg,1152,3072,576,1536,3.538944,0.884736,2.0,1138,1155.8583984375,17.8583984375,17.8583984375,3109.792618629174,777.4481546572935
026.jpg,1664,3072,832,1536,5.111808,1.277952,2.0,208,225.5924530029297,17.592453002929688,17.592453002929688,24576.0,6144.0
074.jpg,1984,2272,992,1136,4.507648,1.126912,2.0,279,296.4361877441406,17.436187744140625,17.436187744140625,16156.444444444445,4039.1111111111113
172.jpg,1696,2560,848,1280,4.34176,1.08544,2.0,428,445.31890869140625,17.31890869140625,17.31890869140625,10144.29906542056,2536.07476635514
062.jpg,2048,3072,1024,1536,6.291456,1.572864,2.0,187,169.72186279296875,-17.27813720703125,17.27813720703125,33644.149732620324,8411.037433155081
