image,orig_height,orig_width,eval_height,eval_width,orig_megapixels,eval_megapixels,downscale_factor,gt_count,pred_count,signed_error,abs_error,orig_pixels_per_person,eval_pixels_per_person
375.jpg,1952,3072,1952,3072,5.996544,5.996544,1.0,126,171.4867401123047,45.48674011230469,45.48674011230469,47591.619047619046,47591.619047619046
122.jpg,768,1920,768,1920,1.47456,1.47456,1.0,309,353.6290283203125,44.6290283203125,44.6290283203125,4772.038834951456,4772.038834951456
236.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,151,195.1732177734375,44.1732177734375,44.1732177734375,41665.27152317881,41665.27152317881
033.jpg,1440,2112,1440,2112,3.04128,3.04128,1.0,469,512.008544921875,43.008544921875,43.008544921875,6484.605543710021,6484.605543710021
410.jpg,1088,1920,1088,1920,2.08896,2.08896,1.0,195,237.48081970214844,42.48081970214844,42.48081970214844,10712.615384615385,10712.615384615385
227.jpg,1536,3072,1536,3072,4.718592,4.718592,1.0,125,165.62847900390625,40.62847900390625,40.62847900390625,37748.736,37748.736
371.jpg,1600,2592,1600,2592,4.1472,4.1472,1.0,182,222.29396057128906,40.29396057128906,40.29396057128906,22786.813186813186,22786.813186813186
209.jpg,1952,3072,1952,3072,5.996544,5.996544,1.0,504,543.5457153320312,39.54571533203125,39.54571533203125,11897.904761904761,11897.904761904761
012.jpg,1088,1920,1088,1920,2.08896,2.08896,1.0,130,168.80564880371094,38.80564880371094,38.80564880371094,16068.923076923076,16068.923076923076
252.jpg,1536,2048,1536,2048,3.145728,3.145728,1.0,702,740.5455932617188,38.54559326171875,38.54559326171875,4481.0940170940175,4481.0940170940175
352.jpg,2304,3072,2304,3072,7.077888,7.077888,1.0,527,565.4415283203125,38.4415283203125,38.4415283203125,13430.527514231499,13430.527514231499
304.jpg,1088,1920,1088,1920,2.08896,2.08896,1.0,81,119.25413513183594,38.25413513183594,38.25413513183594,25789.62962962963,25789.62962962963
054.jpg,1088,1920,1088,1920,2.08896,2.08896,1.0,155,192.8638458251953,37.86384582519531,37.86384582519531,13477.161290322581,13477.161290322581
097.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,147,184.73101806640625,37.73101806640625,37.73101806640625,42799.02040816326,42799.02040816326
309.jpg,1920,2592,1920,2592,4.97664,4.97664,1.0,351,388.0560607910156,37.056060791015625,37.056060791015625,14178.461538461539,14178.461538461539
170.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,118,154.70196533203125,36.70196533203125,36.70196533203125,53317.42372881356,53317.42372881356
391.jpg,928,3072,928,3072,2.850816,2.850816,1.0,339,375.6515808105469,36.651580810546875,36.651580810546875,8409.486725663717,8409.486725663717
070.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,292,255.63526916503906,-36.36473083496094,36.36473083496094,21546.08219178082,21546.08219178082
290.jpg,2304,3072,2304,3072,7.077888,7.077888,1.0,108,144.02078247070312,36.020782470703125,36.020782470703125,65536.0,65536.0
334.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,556,591.3600463867188,35.36004638671875,35.36004638671875,11315.568345323742,11315.568345323742
404.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,142,177.11117553710938,35.111175537109375,35.111175537109375,44306.028169014084,44306.028169014084
242.jpg,1728,3072,1728,3072,5.308416,5.308416,1.0,125,159.46072387695312,34.460723876953125,34.460723876953125,42467.328,42467.328
184.jpg,2304,3072,2304,3072,7.077888,7.077888,1.0,243,277.0862121582031,34.086212158203125,34.086212158203125,29127.11111111111,29127.11111111111
451.jpg,1280,2304,1280,2304,2.94912,2.94912,1.0,181,147.2281036376953,-33.77189636230469,33.77189636230469,16293.480662983426,16293.480662983426
261.jpg,2016,3008,2016,3008,6.064128,6.064128,1.0,372,338.25787353515625,-33.74212646484375,33.74212646484375,16301.41935483871,16301.41935483871
157.jpg,1728,3072,1728,3072,5.308416,5.308416,1.0,493,525.970703125,32.970703125,32.970703125,10767.578093306289,10767.578093306289
423.jpg,1728,3072,1728,3072,5.308416,5.308416,1.0,252,284.7894287109375,32.7894287109375,32.7894287109375,21065.14285714286,21065.14285714286
246.jpg,1088,1920,1088,1920,2.08896,2.08896,1.0,97,129.4047088623047,32.40470886230469,32.40470886230469,21535.670103092783,21535.670103092783
082.jpg,1344,2112,1344,2112,2.838528,2.838528,1.0,122,154.3580322265625,32.3580322265625,32.3580322265625,23266.622950819674,23266.622950819674
426.jpg,1600,2496,1600,2496,3.9936,3.9936,1.0,436,403.6474609375,-32.3525390625,32.3525390625,9159.633027522936,9159.633027522936
027.jpg,2304,3072,2304,3072,7.077888,7.077888,1.0,175,207.20057678222656,32.20057678222656,32.20057678222656,40445.07428571428,40445.07428571428
118.jpg,1952,3072,1952,3072,5.996544,5.996544,1.0,359,327.3166809082031,-31.683319091796875,31.683319091796875,16703.465181058495,16703.465181058495
428.jpg,2304,3072,2304,3072,7.077888,7.077888,1.0,456,424.5434265136719,-31.456573486328125,31.456573486328125,15521.684210526315,15521.684210526315
490.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,145,176.31845092773438,31.318450927734375,31.318450927734375,43389.35172413793,43389.35172413793
101.jpg,1632,2432,1632,2432,3.969024,3.969024,1.0,258,289.09906005859375,31.09906005859375,31.09906005859375,15383.813953488372,15383.813953488372
238.jpg,3072,2304,3072,2304,7.077888,7.077888,1.0,573,542.0158081054688,-30.98419189453125,30.98419189453125,12352.335078534032,12352.335078534032
277.jpg,1632,2496,1632,2496,4.073472,4.073472,1.0,337,306.0189208984375,-30.9810791015625,30.9810791015625,12087.454005934718,12087.454005934718
366.jpg,1088,1920,1088,1920,2.08896,2.08896,1.0,175,144.3975830078125,-30.6024169921875,30.6024169921875,11936.914285714285,11936.914285714285
138.jpg,2208,2976,2208,2976,6.571008,6.571008,1.0,255,285.53314208984375,30.53314208984375,30.53314208984375,25768.65882352941,25768.65882352941
368.jpg,1088,1920,1088,1920,2.08896,2.08896,1.0,103,133.16282653808594,30.162826538085938,30.162826538085938,20281.165048543688,20281.165048543688
462.jpg,1888,3072,1888,3072,5.799936,5.799936,1.0,222,252.0306854248047,30.030685424804688,30.030685424804688,26125.837837837837,26125.837837837837
207.jpg,2304,3072,2304,3072,7.077888,7.077888,1.0,405,375.119384765625,-29.880615234375,29.880615234375,17476.266666666666,17476.266666666666
015.jpg,1088,1920,1088,1920,2.08896,2.08896,1.0,140,110.33870697021484,-29.661293029785156,29.661293029785156,14921.142857142857,14921.142857142857
311.jpg,2304,3072,2304,3072,7.077888,7.077888,1.0,83,112.18628692626953,29.18628692626953,29.18628692626953,85275.75903614458,85275.75903614458
219.jpg,3072,2080,3072,2080,6.38976,6.38976,1.0,451,422.19873046875,-28.80126953125,28.80126953125,14167.982261640798,14167.982261640798
471.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,340,311.4505310058594,-28.549468994140625,28.549468994140625,18504.282352941176,18504.282352941176
018.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,185,213.44192504882812,28.441925048828125,28.441925048828125,34007.87027027027,34007.87027027027
132.jpg,1728,2304,1728,2304,3.981312,3.981312,1.0,16,43.84672164916992,27.846721649169922,27.846721649169922,248832.0,248832.0
009.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,188,160.19239807128906,-27.807601928710938,27.807601928710938,33465.1914893617,33465.1914893617
440.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,802,829.723876953125,27.723876953125,27.723876953125,7844.708229426434,7844.708229426434
332.jpg,2304,3072,2304,3072,7.077888,7.077888,1.0,182,209.50936889648438,27.509368896484375,27.509368896484375,38889.494505494506,38889.494505494506
467.jpg,1056,1856,1056,1856,1.959936,1.959936,1.0,263,290.30389404296875,27.30389404296875,27.30389404296875,7452.22813688213,7452.22813688213
453.jpg,960,1440,960,1440,1.3824,1.3824,1.0,185,211.9959716796875,26.9959716796875,26.9959716796875,7472.4324324324325,7472.4324324324325
248.jpg,1280,1952,1280,1952,2.49856,2.49856,1.0,192,165.1247100830078,-26.875289916992188,26.875289916992188,13013.333333333334,13013.333333333334
213.jpg,1728,3072,1728,3072,5.308416,5.308416,1.0,331,304.50164794921875,-26.49835205078125,26.49835205078125,16037.510574018126,16037.510574018126
272.jpg,1920,3072,1920,3072,5.89824,5.89824,1.0,146,172.46588134765625,26.46588134765625,26.46588134765625,40398.90410958904,40398.90410958904
353.jpg,992,1856,992,1856,1.841152,1.841152,1.0,241,214.7398223876953,-26.260177612304688,26.260177612304688,7639.634854771784,7639.634854771784
084.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,235,260.9993591308594,25.999359130859375,25.999359130859375,26772.15319148936,26772.15319148936
321.jpg,1760,3072,1760,3072,5.40672,5.40672,1.0,180,154.01345825195312,-25.986541748046875,25.986541748046875,30037.333333333332,30037.333333333332
124.jpg,1088,1920,1088,1920,2.08896,2.08896,1.0,1449,1474.5885009765625,25.5885009765625,25.5885009765625,1441.656314699793,1441.656314699793
223.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,129,154.4561767578125,25.4561767578125,25.4561767578125,48770.976744186046,48770.976744186046
364.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,127,101.72044372558594,-25.279556274414062,25.279556274414062,49539.02362204724,49539.02362204724
094.jpg,1920,2880,1920,2880,5.5296,5.5296,1.0,243,268.2745056152344,25.274505615234375,25.274505615234375,22755.555555555555,22755.555555555555
466.jpg,1536,2272,1536,2272,3.489792,3.489792,1.0,256,231.6029510498047,-24.397048950195312,24.397048950195312,13632.0,13632.0
435.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,47,71.37930297851562,24.379302978515625,24.379302978515625,133860.7659574468,133860.7659574468
357.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,175,199.100830078125,24.100830078125,24.100830078125,35951.177142857145,35951.177142857145
379.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,179,203.08004760742188,24.080047607421875,24.080047607421875,35147.79888268156,35147.79888268156
234.jpg,1280,1920,1280,1920,2.4576,2.4576,1.0,167,191.0025634765625,24.0025634765625,24.0025634765625,14716.167664670658,14716.167664670658
316.jpg,2304,3072,2304,3072,7.077888,7.077888,1.0,62,85.11009979248047,23.11009979248047,23.11009979248047,114159.48387096774,114159.48387096774
178.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,261,238.12173461914062,-22.878265380859375,22.878265380859375,24105.19540229885,24105.19540229885
072.jpg,2304,3072,2304,3072,7.077888,7.077888,1.0,0,22.824583053588867,22.824583053588867,22.824583053588867,7077888.0,7077888.0
279.jpg,2304,3072,2304,3072,7.077888,7.077888,1.0,43,65.56460571289062,22.564605712890625,22.564605712890625,164602.0465116279,164602.0465116279
429.jpg,1280,1920,1280,1920,2.4576,2.4576,1.0,275,252.4359893798828,-22.564010620117188,22.564010620117188,8936.727272727272,8936.727272727272
128.jpg,1088,1920,1088,1920,2.08896,2.08896,1.0,88,110.55787658691406,22.557876586914062,22.557876586914062,23738.18181818182,23738.18181818182
056.jpg,1376,2048,1376,2048,2.818048,2.818048,1.0,187,164.66671752929688,-22.333282470703125,22.333282470703125,15069.775401069519,15069.775401069519
401.jpg,928,1248,928,1248,1.158144,1.158144,1.0,131,108.825927734375,-22.174072265625,22.174072265625,8840.79389312977,8840.79389312977
148.jpg,1664,2496,1664,2496,4.153344,4.153344,1.0,145,167.0913848876953,22.091384887695312,22.091384887695312,28643.751724137932,28643.751724137932
115.jpg,2016,3072,2016,3072,6.193152,6.193152,1.0,216,237.94850158691406,21.948501586914062,21.948501586914062,28672.0,28672.0
483.jpg,2304,3072,2304,3072,7.077888,7.077888,1.0,213,234.9405975341797,21.940597534179688,21.940597534179688,33229.52112676056,33229.52112676056
156.jpg,1184,2080,1184,2080,2.46272,2.46272,1.0,269,247.4872283935547,-21.512771606445312,21.512771606445312,9155.092936802974,9155.092936802974
011.jpg,2304,3072,2304,3072,7.077888,7.077888,1.0,183,161.57980346679688,-21.420196533203125,21.420196533203125,38676.983606557376,38676.983606557376
043.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,1023,1044.1922607421875,21.1922607421875,21.1922607421875,6150.005865102639,6150.005865102639
473.jpg,1920,2560,1920,2560,4.9152,4.9152,1.0,1299,1319.8294677734375,20.8294677734375,20.8294677734375,3783.8337182448035,3783.8337182448035
346.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,377,356.21533203125,-20.78466796875,20.78466796875,16688.212201591512,16688.212201591512
329.jpg,1088,1920,1088,1920,2.08896,2.08896,1.0,126,146.33224487304688,20.332244873046875,20.332244873046875,16579.04761904762,16579.04761904762
479.jpg,3072,2048,3072,2048,6.291456,6.291456,1.0,578,557.916748046875,-20.083251953125,20.083251953125,10884.871972318339,10884.871972318339
144.jpg,2304,3072,2304,3072,7.077888,7.077888,1.0,56,75.97125244140625,19.97125244140625,19.97125244140625,126390.85714285714,126390.85714285714
447.jpg,2304,3072,2304,3072,7.077888,7.077888,1.0,83,102.56342315673828,19.56342315673828,19.56342315673828,85275.75903614458,85275.75903614458
046.jpg,2144,3072,2144,3072,6.586368,6.586368,1.0,0,19.217897415161133,19.217897415161133,19.217897415161133,6586368.0,6586368.0
139.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,1531,1550.0899658203125,19.0899658203125,19.0899658203125,4109.3768778576095,4109.3768778576095
363.jpg,1472,2176,1472,2176,3.203072,3.203072,1.0,195,213.703857421875,18.703857421875,18.703857421875,16426.010256410256,16426.010256410256
204.jpg,1312,3072,1312,3072,4.030464,4.030464,1.0,343,361.50396728515625,18.50396728515625,18.50396728515625,11750.62390670554,11750.62390670554
285.jpg,2048,3072,2048,3072,6.291456,6.291456,1.0,417,435.0745849609375,18.0745849609375,18.0745849609375,15087.424460431655,15087.424460431655
013.jpg,2304,3072,2304,3072,7.077888,7.077888,1.0,278,260.1607666015625,-17.8392333984375,17.8392333984375,25460.02877697842,25460.02877697842
